  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
724940 23234 201310031856 360  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   67   40 1017.9 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310031956 350  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   37 1017.1 30.04 1016.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310032025 290  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   39 ****** 30.02 1016.0 *** *** ***** ***** ***** ***** ** 
724940 23234 201310032056 280  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   69   38 1016.4 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310032156 280  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   38 1016.1 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310032256 270  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   41 1015.1 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310032356 270  20 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   67   43 1014.8 29.97 1014.3  69  65  0.00 ***** ***** ***** ** 
724940 23234 201310040000 270  20 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   43 1014.8 ***** 1011.7  69  54 ***** ***** ***** ***** ** 
724940 23234 201310040056 270  18 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   43 1014.7 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040156 270  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   43 1014.6 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040256 270  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   42 1014.9 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040356 280  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   37 1015.2 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040456 340  11  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   35 1015.1 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040556 340  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   40 1015.2 29.98 1014.6  70  63  0.00 ***** ***** ***** ** 
724940 23234 201310040600 340  15 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   70   40 1015.2 ***** 1012.1  70  54 ***** ***** ***** ***** ** 
724940 23234 201310040656 340  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   69   39 1015.3 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040756 350  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   69   39 1015.2 29.98 1014.6  70  54  0.00 ***** ***** ***** ** 
724940 23234 201310040759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  70 *** ***** *****  0.00 ***** ** 
724940 23234 201310040856 350  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   41 1015.4 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310040956 350  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   40 1015.8 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041056 350  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   67   38 1015.8 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041156 350  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   38 1015.8 30.00 1015.3  70  66  0.00 ***** ***** ***** ** 
724940 23234 201310041200 350  14 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   38 1015.8 ***** 1012.7  70  63 ***** ***** ***** ***** ** 
724940 23234 201310041256 360  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   41 1015.9 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041356 360  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   65   41 1016.6 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041456 360   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   42 1017.0 30.04 1016.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041556 030   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   67   40 1017.7 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041656 010   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   69   44 1018.4 30.08 1018.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041756 010  10  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   71   38 1018.6 30.08 1018.0  71  65  0.00 ***** ***** ***** ** 
724940 23234 201310041800 010  10 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   71   38 1018.6 ***** 1015.4  71  65 ***** ***** ***** ***** ** 
724940 23234 201310041856 050   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   45 1018.7 30.08 1018.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310041956 050  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   74   50 1018.4 30.08 1018.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310042056 050  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   45 1017.8 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310042156 040  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   75   47 1017.4 30.05 1017.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310042256 020   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   75   49 1017.1 30.04 1016.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310042356 030  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   75   49 1017.0 30.03 1016.3  76  71  0.00 ***** ***** ***** ** 
724940 23234 201310050000 030  11 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   75   49 1017.0 ***** 1013.8  76  66 ***** ***** ***** ***** ** 
724940 23234 201310050056 020  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   49 1017.0 30.03 1016.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050156 040  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   71   50 1017.3 30.04 1016.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   69   51 1017.7 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050356 280   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   28 1018.1 30.07 1017.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050456 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   39 1018.6 30.08 1018.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   34 1018.9 30.09 1018.4  75  65  0.00 ***** ***** ***** ** 
724940 23234 201310050600 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   34 1018.9 ***** 1015.8  75  65 ***** ***** ***** ***** ** 
724940 23234 201310050656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   38 1019.1 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050756 130   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   62   43 1019.1 30.10 1018.7  76  61  0.00 ***** ***** ***** ** 
724940 23234 201310050759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  76 *** ***** *****  0.00 ***** ** 
724940 23234 201310050856 140   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   65   35 1019.6 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310050956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   46 1019.9 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051056 160   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   37 1020.1 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051156 130   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   35 1020.4 30.14 1020.1  67  59  0.00 ***** ***** ***** ** 
724940 23234 201310051200 130   9 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   35 1020.4 ***** 1017.5  76  59 ***** ***** ***** ***** ** 
724940 23234 201310051256 140   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   31 1020.9 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051356 160   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   34 1021.1 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051456 170   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   62   32 1021.6 30.17 1021.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051556 110   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   32 1022.0 30.18 1021.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051656 130   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   71   30 1022.5 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051756 110   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   28 1022.5 30.20 1022.1  73  59  0.00 ***** ***** ***** ** 
724940 23234 201310051800 110   7 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   73   28 1022.5 ***** 1019.5  73  59 ***** ***** ***** ***** ** 
724940 23234 201310051856 140   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   76   24 1022.2 30.19 1021.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310051956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   78   29 1021.7 30.17 1021.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310052056 020   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   78   36 1020.9 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310052156 010   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   78   40 1020.4 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310052256 360   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   78   44 1020.0 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310052356 010   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   77   45 1019.5 30.11 1019.0  80  72  0.00 ***** ***** ***** ** 
724940 23234 201310060000 010   5 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   77   45 1019.5 ***** 1016.5  80  59 ***** ***** ***** ***** ** 
724940 23234 201310060056 360   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   52 1019.4 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060156 290  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   76   44 1019.3 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060256 280  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   37 1019.5 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060356 260   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   35 1019.7 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060456 270   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   28 1019.9 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060556 330   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   36 1019.8 30.12 1019.4  79  67  0.00 ***** ***** ***** ** 
724940 23234 201310060600 330   3 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   36 1019.8 ***** 1016.8  79  59 ***** ***** ***** ***** ** 
724940 23234 201310060656 140   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   41 1019.8 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   37 1019.8 30.12 1019.4  80  57  0.00 ***** ***** ***** ** 
724940 23234 201310060759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  80 *** ***** *****  0.00 ***** ** 
724940 23234 201310060856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   41 1019.8 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310060956 020   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   65   48 1019.4 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061056 020   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   50 1019.0 30.09 1018.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   58   39 1018.9 30.09 1018.4  69  57  0.00 ***** ***** ***** ** 
724940 23234 201310061200 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   39 1018.9 ***** 1015.8  80  57 ***** ***** ***** ***** ** 
724940 23234 201310061256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   41 1019.1 30.09 1018.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   56   45 1019.2 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061456 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   60   48 1019.4 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061556 360   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   51 1019.9 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061656 010   3 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   51 1020.1 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061756 ***   0 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   51 1019.7 30.11 1019.0  67  56  0.00 ***** ***** ***** ** 
724940 23234 201310061800 ***   0 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   66   51 1019.7 ***** 1016.5  69  56 ***** ***** ***** ***** ** 
724940 23234 201310061856 020   5 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   69   50 1019.2 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310061956 020   9 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   71   49 1018.7 30.08 1018.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310062056 010   6 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   73   49 1017.9 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310062156 030   5 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   73   52 1017.2 30.04 1016.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310062256 010   9 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   76   51 1016.6 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310062356 300  11 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   82   27 1016.2 30.01 1015.7  83  66  0.00  0.01 ***** ***** ** 
724940 23234 201310070000 300  11 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   82   27 1016.2 ***** 1013.1  83  57 *****  0.01 ***** ***** ** 
724940 23234 201310070056 280  11 *** 150 *** * * * 10.0 ** ** ** ** ** ** ** ** *   78   27 1016.1 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070156 320   7 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   76   48 1016.1 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070256 280  10 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   71   48 1016.3 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070356 290   5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   70   44 1016.3 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070456 260   6 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   69   39 1016.4 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070556 ***   0 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   33 1016.1 30.01 1015.7  82  65  0.00 ***** ***** ***** ** 
724940 23234 201310070600 ***   0 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   65   33 1016.1 ***** 1013.1  82  57 ***** ***** ***** ***** ** 
724940 23234 201310070656 150   5 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   44 1015.9 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070756 ***   0 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   32 1015.8 30.00 1015.3  83  56  0.00 ***** ***** ***** ** 
724940 23234 201310070759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  83 *** ***** *****  0.00 ***** ** 
724940 23234 201310070856 ***   0 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   31 1015.4 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310070956 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   62   37 1015.2 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071056 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   31 1014.8 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071156 220   5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   39 1014.7 29.97 1014.3  68  58  0.00 *****  0.01 ***** ** 
724940 23234 201310071200 220   5 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   39 1014.7 ***** 1011.7  83  58 ***** *****  0.01 ***** ** 
724940 23234 201310071256 270   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   33 1014.8 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071356 170   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   39 1014.8 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071456 270   7 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   60   34 1015.2 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071556 330   5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   38 1015.5 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071656 040   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   45 1015.7 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071756 070   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   49 1015.5 29.99 1015.0  69  57  0.00 ***** ***** ***** ** 
724940 23234 201310071800 070   6 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   49 1015.5 ***** 1012.4  69  57 ***** ***** ***** ***** ** 
724940 23234 201310071856 070   5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   70   49 1014.9 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310071956 990   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   72   48 1014.3 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310072038 310  11 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   77   39 ****** 29.94 1013.3 *** *** ***** ***** ***** ***** ** 
724940 23234 201310072056 310  11 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   78   40 1013.5 29.93 1012.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310072156 300  14 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   78   33 1013.2 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310072256 310   9 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   76   34 1012.8 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310072356 290  20  26 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   70   39 1012.6 29.90 1011.9  80  68  0.00 ***** ***** ***** ** 
724940 23234 201310080000 290  20 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   70   39 1012.6 ***** 1009.4  80  58 ***** ***** ***** ***** ** 
724940 23234 201310080056 270  16 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   45 1012.4 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080156 270  23  31 200 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   46 1012.2 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080256 290  16 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   61   47 1012.5 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080356 290  13 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 1012.6 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080456 280  17 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   47 1012.8 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080556 300  10 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 1012.9 29.91 1012.3  70  57  0.00 ***** ***** ***** ** 
724940 23234 201310080600 300  10 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 1012.9 ***** 1009.7  70  57 ***** ***** ***** ***** ** 
724940 23234 201310080656 300   8 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   47 1012.7 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080756 310   9 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 1012.6 29.90 1011.9  80  56  0.00 ***** ***** ***** ** 
724940 23234 201310080759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  80 *** ***** *****  0.00 ***** ** 
724940 23234 201310080856 280   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   47 1012.5 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310080956 280   7 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   47 1012.2 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081056 300   7 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   48 1012.3 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081156 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   46 1012.1 29.89 1011.6  58  53  0.00 ***** ***** ***** ** 
724940 23234 201310081200 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   55   46 1012.1 ***** 1009.0  80  53 ***** ***** ***** ***** ** 
724940 23234 201310081256 220   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   52   45 1012.1 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081356 290   5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   46 1012.6 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081456 270   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   47 1012.7 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081556 280   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   49 1013.0 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081656 300   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   62   50 1012.9 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081756 300  10 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   49 1012.8 29.91 1012.3  66  52  0.00 ***** ***** ***** ** 
724940 23234 201310081800 300  10 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   66   49 1012.8 ***** 1009.7  66  52 ***** ***** ***** ***** ** 
724940 23234 201310081856 310   7 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   67   47 1012.2 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310081956 300  17  23 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   67   47 1011.5 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310082056 300  10 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   72   46 1010.2 29.83 1009.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310082156 300  16 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   67   48 1009.3 29.81 1008.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310082256 290  17 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   47 1009.2 29.80 1008.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310082356 280  14 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   44 1008.7 29.79 1008.2  72  64  0.00 ***** ***** ***** ** 
724940 23234 201310090000 280  14 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   44 1008.7 ***** 1005.6  72  53 ***** ***** ***** ***** ** 
724940 23234 201310090056 250  16 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   45 1008.5 29.78 1007.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310090156 240  14 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   45 1008.2 29.77 1007.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310090256 260  15 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   46 1007.7 29.76 1007.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201310090356 260  15 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   47 1007.5 29.75 1006.9 *** ***  0.00 ***** ***** ***** ** 
